用户,评分,评论内容,评论时间,用户地址
u***y,5,"联想小新高性能轻薄本&lsquo;酷睿Ultra&rsquo;9 给孩子买的学习用 很不错
运行速度：很快 
屏幕效果：清晰 护眼 屏幕大
散热性能：好
外形外观：线条流畅 外观时尚 颜色漂亮
轻薄程度：轻薄 便于携带",2025-02-01 11:14:15,北京
h***j,5,酷睿Ultra是一款性能卓越、设计精良且性价比高的笔记本电脑&zwnj;。刚好有补贴，省下20%的价钱，非常值得入手。,2025-02-10 15:47:51,广东
会***娃,5,"运行速度：很快，32G内存就是快，酷睿Ultra CPU很给力，新一代CPU就是快。
屏幕效果：高清屏幕显示效果不错
散热性能：几乎没有声音。",2025-02-01 10:45:45,广东
T***h,5,&lsquo;酷睿Ultra&rsquo;系列处理器，非常不错，运行流畅不卡顿，刷新率120Hz，电脑颜值很高，屏幕色彩鲜艳。另外客服小姐姐也很热心，教了怎么使用国补。值得一买！,2025-01-27 23:11:53,浙江
j***5,5,"运行速度：速度非常快，比以前的旧电脑快多了，酷睿ultra 处理器，飞一般的感觉
散热性能：这性能很好，而且噪音非常小
外形外观：外观时尚大气，很喜欢
轻薄程度：超跑很轻很轻
其他特色：人脸识别也很方便
服态度好，为客服肖冉点赞👍",2025-01-19 23:31:30,辽宁
嘀***R,5,酷睿ultra很不错，金属外壳时尚大气，大屏使用更舒服，运行速度流畅，功能强大，使用体验还不错。背光键盘、这比摄像头都很实用。,2025-01-19 15:31:10,湖北
k***6,5,终于给旧电脑&ldquo;下岗&rdquo;了，新入手的联想小新pro16酷睿ultra，使用体验感直接拉满！性能方面，酷睿Ultra处理器十分能打，多任务并行也丝滑流畅。机身轻薄，屏幕素质高，续航也完全够用。这波购物，只能说一个字：值！,2025-01-26 16:12:29,辽宁
3***s,5,"选来选去还是入手了小新pro16,大屏幕，配置了最新的酷睿Ultra5处理器，开机速度很快，运行流畅，体验感很好，推荐购买",2025-02-09 10:16:35,北京
c***蔡,5,#小新16pro酷睿Ultra5电脑收到几天了，用了确实感觉还不错才来评价，希望能给大家一个参考，首先运行速度很快，开机几秒钟，人脸识别也很快，续航也不错，不插电的情况下能用四五个小时吧，音质也很好，总之是个不错的选择，嘿嘿,2025-01-18 18:02:04,四川
轩***哥,5,联想小新酷睿Ultra14英寸超薄大小完全够，看上去很高档，孩子用起来也很流畅，别人介绍买的，果然很惊艳，联想的电脑确实信得过。,2025-01-17 10:27:50,湖南
z***w,5,比较了几款，最终选择了联想，灰色大气，大屏幕视觉体验好，机身设计轻巧，便于携带，更以酷睿UItra处理器为核心引擎，尽显非凡实力,2025-02-09 20:45:11,江苏
j***d,5,联想小新pro14酷睿 Ultra5轻薄本很好用，反应也快，很轻薄，携带方便，买来给孩子学习用的，赶上有国家优惠补贴20%，性价比很高，值得拥有！,2025-01-18 21:31:24,北京
若***耶,5,新一代的酷睿Ultra很强劲，系统流畅的一批，带国补和两年质保很好用，快递师傅送的很快，包装很严谨安全，下次还买联想小新系列,2025-01-20 18:46:16,安徽
牛***牛,5,"酷睿Ultra，联想小新
今天刚收到，第一时间试了下，整体感觉很不错，清晰度，反应都很快，用一段时间看看",2025-02-08 21:18:55,江苏
钱***卷,5,联想小新15  2019用到1月12号运行内存8G小了不够用，13日就换了这款酷睿Ultra版32G的小新pro16，还特意用了好多天才来评价。外观很高级，运行很流畅，真是办公娱乐的好助手。京东物流也很快，下次还会再来,2025-01-20 13:00:10,重庆
j***r,5,这款联想小新的笔记本真的非常不错，高端大气，搭载了最新的酷睿Ulart处理器！！！开机时间挺短，性价比高，性能不错，办公打游戏都合适，都是没问题的，非常推荐大家购买！！！！冲！好评,2025-01-23 16:28:43,河南
2***l,5,"酷睿Ultra，
运行速度：快，超级凉快
屏幕效果：很清晰，超级大屏幕，大人追剧，孩子看视频，上网课，都很方便，感觉超级棒
散热性能：非常好，电池也非常好
外形外观：磨砂感觉，质感很好
整体刚觉非常好，太啊棒了，联想果然没选错，加上国家补贴，真是超值，非常感谢京东，美美的一次大购物",2025-02-05 20:27:47,黑龙江
j***G,5,我最早接触的品牌电脑就是联想，家里很多电子产品也买了联想的，一直质量很好，售后也好，这次原来的笔记本配置跟不上了换了一个，看了下介绍，这款笔记本很适合工作学习和休闲娱乐，而且是用的新处理器&lsquo;酷睿Ultra&rsquo;，据说这款处理器性能不错，同比完胜，笔记本颜色好看，布局合理，屏幕艳丽，不卡顿速度快而且很轻带着不沉很方便，这配置用几年应该不落后，性价比很高。,2025-02-07 11:42:44,黑龙江
M***3,5,旧电脑坏了，朋友推荐了这款，小新Pro14 AI超能本 高性能轻薄本酷睿Ultra5，感觉非常不错，用着顺手，颜值担当,2025-02-08 23:52:40,浙江
u***3,3,用了1个月以后就开始卡了,2024-10-12 23:45:35,浙江
j***a,5,趁着国补优惠活动购买，价格非常实惠，笔记本自带的酷睿Ultra系统用起来非常丝滑，丝毫不卡顿，2.8k的屏高清，整体感受非常好，办公体验很好，值得入手,2025-02-12 19:10:24,浙江
s***l,5,买了联想小新Pro14，真的是物超所值！屏幕清晰、操作流畅，让我在工作和学习中都能享受到极致体验。而且它的外观设计也很时尚，完全符合我的审美要求,2025-02-07 10:39:36,广东
倩***总,5,弟弟大学需要电脑，考虑到男孩子喜欢玩游戏，特意做了攻略，买这款酷睿Ultra 系列，拿到电脑后手感很舒服，也很轻薄，非常适合当代大学生。,2025-02-13 16:30:22,湖北
j***0,5,"运行速度：很快值得购买👍
屏幕效果：清晰
散热性能：很好
外形外观：好看
轻薄程度：舒适
其他特色：性价比
散热能力：很好
运行速度：很快
@酷睿 Ultra",2025-01-17 00:42:45,贵州
海***n,5,酷睿Ultra 5足够用，新一代AI处理，购物很开心，大牌质量有保障。物流快，商家服务好，性价比高，很喜欢，售后无忧。,2025-02-04 13:51:37,安徽
X***柒,5,最近需要换一台办公笔记本，网上都推荐联想小新Pro14 酷睿Ultra5 这个应该，通过各种途径了解，，最终通过国补下单了，收到货后，用了一天了，非常棒👍🏻,2025-01-25 18:21:23,黑龙江
荔***物,5,"#酷睿Ultra
快递速度非常快！昨天下单，今天就收到了！
外观很不错！好看大方！现在开机，马上准备使用！期待！",2025-02-07 11:20:52,广东
e***8,5,这款电脑性能不错，处理器很好，'酷睿Ultra'的核心的电脑质感非常好，整个颜色搭配也比较好，已经多次购买了，京东送货也比较给力。16寸的屏幕用起来正好，相对来讲处理器选的比较高端一点的。客服方面，小文客服服务很不错。,2025-02-09 12:18:12,浙江
s***g,5,"酷睿ultra 5小新16很好，使用两天各方面都不错，女娃娃使用不打游戏，足够使用3-5年
运行速度：流畅
屏幕效果：细腻
散热性能：优秀",2025-01-23 10:48:12,陕西
子***辕,5,京东自营旗舰店买的东西是正品，联想小新酷睿Ultra产品也不错，客服小美服务态度也很好，讲解很仔细，后续看使用，应该很不错的呢。,2025-01-30 10:21:26,江苏
A***羽,5,"🔥终于入手了小新Pro16，搭载酷睿Ultra处理器，性能强劲无压力，提前感受前沿AI技术！🚀 不管是办公还是剪辑视频，运行都十分流畅，风扇噪音也控制得很好。屏幕素质很棒，高色域+高刷新率，看起来就是享受！💻💡
另外，续航表现也不错，日常办公能坚持一整天，键盘手感也很舒服。总体来说，这款小新Pro16真的是性价比之王，值得入手！✨",2025-02-04 20:46:49,四川
醉***M,5,收到货之后 旧电脑再也看不上了，这款酷睿Ultra又轻又薄，颜值也是杠杠的啊！朋友看到也是很喜欢，爱了爱了！,2025-02-11 13:58:20,广西
不***啊,5,":酷睿Ultra 9反应速度超级快，好用，处理器也非常强劲，续航能力强，售后服务肯定也不错，线下也可以好找，同时服务棒棒哒，小柿子客服不错呐棒棒哒
运行速度：快
散热性能：好
外形外观：漂亮大气
轻薄程度：薄的",2025-02-13 23:07:25,北京
乐***生,5,"这款联想小新pro16电脑拥有酷睿UItra英特尔处理器，功能太强大了，非常喜欢！
运行速度：运行速度非常快，超乎想象
屏幕效果：屏幕效果很好看着很舒服
散热性能：散热功能很强，一点感觉不到热还静音
外形外观：外形简约大方
轻薄程度：非常轻薄，便于携带",2025-01-17 18:36:57,辽宁
j***e,5,"运行速度：酷睿Ultra的CPU，32G内存，1T硬盘，速度没的说
屏幕效果：Oled的屏幕，非常亮
散热性能：金属外壳，散热效果没的说
外形外观：外观漂亮，大气
轻薄程度：很轻，很薄
非常推荐！",2025-02-05 16:51:41,江苏
雨***1,5,小新pro16的酷睿Ultra非常舒服，速度快，性能好，屏幕也不错，核显可以玩网游，性价比高，推荐推荐。,2025-02-05 16:02:03,四川
l***h,5,酷睿ultra优秀！！！真服了之前那台老电脑，做事效率直线下降，一咬牙换了联想小新pro16酷睿ultra。它运行快，多软件切换毫无压力，办公效率飙升。屏幕大，色彩准，追剧超爽。机身轻薄便携，还很有质感，这次购物稳赚不亏！,2025-01-24 22:57:37,辽宁
j***8,5,一直很喜欢联想的电脑，无论外观及流畅度都很好，正常办公都是没有问题，小游戏也很顺畅，酷睿Ul tra5很棒,2025-02-04 10:18:06,四川
u***d,5,用了一段时间，体验不错，酷睿Ultra系统运行很快，流畅，笔记本外观漂亮、轻盈、键盘还可以两档背光灯，不错～碰上国补，价格非常实惠，性价比高，推荐～,2025-01-26 20:09:07,广东
j***u,5,买了第二天上午就送到了 打开后感觉质感很不错。我们之前一台笔记本就是小新 果断又入了小新。相信&rdquo;酷睿Ultra &ldquo; 很轻薄 很不错 👍 很喜欢💕,2025-01-24 10:23:19,江苏
j***q,5,"运行速度：运行非常顺畅，帧率正常流畅
屏幕效果：显示很清晰，流畅
散热性能：散热性能好
外形外观：简约好看，正中我审美
轻薄程度：很轻很便捷
其他特色：客服小毅很耐心，很热情，很细心
酷睿Ultra办公运行非常流畅，果然是大品牌",2025-02-08 13:57:50,浙江
K***O,5,非常满意，真的很喜欢第一次用很不错哦，酷睿 UItra  处理器非常满意，很好用啊👍屏幕也不错哦，很清晰哦，用了几天一点也卡很好用(&macr;▽&macr;)👍,2025-01-23 17:19:14,河南
E***u,5,"酷睿ultra的处理器很流畅，使用感很好，大内存很适合我，ai功能也很好，目前正在探索中，总体来说非常喜欢。外出方便携带，很轻便,外观也很简洁好看,系统运行起来非常流畅。",2025-02-09 19:53:27,广东
j***z,5,这款酷睿ultra电脑真的是太棒了！从外观上看，它的设计简约而不失时尚，线条流畅，色彩搭配和谐，让人一眼就喜欢上。性能方面，它运行流畅，无论是处理日常办公任务还是玩大型游戏，都能轻松应对，毫无压力。,2025-01-23 17:27:30,湖北
j***g,5,"非常漂亮的一台笔记本，用起来感觉还不错，国补也很优惠 ，酷睿Ultra值得推荐哦
运行速度：挺快
屏幕效果：可以
散热性能：一般
外形外观：好看
轻薄程度：适中",2025-02-09 23:27:10,湖北
阿***呀,5,小新Pro14 AI超能本 高性能轻薄本酷睿Ultra5 32G 1T 笔记本使用非常流畅 小巧轻薄特别适合经常有外出需求的人群 已推荐给同事,2025-01-27 21:17:41,北京
浔***福,5,"到货就迫不及待的打开用了，我是用来做设计的，感觉整个的体验极佳。产品质量上乘，卖家服务周到，京东自营，一如既往地发货迅速
运行速度：用的是新型处理器酷睿Ultra运行速度很快👍🏻，很流畅，开机也很快，只是第一次用win11，各种功能还在适应中😊",2025-01-21 21:32:25,四川
一***开,5,这款联想笔记本电脑小新16pro 2024高性能标压酷睿Ultra5 轻薄本用着不错，试了些天一切正常，京东自营的质量也有保证，很喜欢，家庭学习都够用。,2025-01-31 21:11:59,河南
